d1,d2,type,Neg samples
DB01216,DB01072,46,DB11348$t
DB01216,DB04855,46,DB01436$t
DB01216,DB06636,46,DB00216$t
DB01216,DB09073,72,DB00419$h
DB01216,DB09118,72,DB01328$t
DB01216,DB09330,72,DB00520$h
DB01216,DB12332,46,DB00350$t
DB01218,DB00907,46,DB00418$t
DB01218,DB01072,72,DB00698$t
DB01218,DB04855,72,DB00847$h
DB01218,DB04871,46,DB00488$h
DB01218,DB05219,46,DB00975$t
DB01218,DB06595,46,DB01217$t
DB01218,DB06603,72,DB00224$h
DB01218,DB06636,72,DB00940$t
DB01218,DB09073,72,DB09241$t
DB01218,DB09118,72,DB00996$h
DB01218,DB09280,72,DB08974$h
DB01218,DB09291,46,DB08800$t
DB01218,DB09330,72,DB01202$t
DB01218,DB12332,72,DB11315$h
DB01219,DB01017,15,DB09041$t
DB01219,DB01072,46,DB11596$t
DB01219,DB04855,46,DB00152$t
DB01219,DB04908,48,DB00316$h
DB01219,DB06204,15,DB01284$t
DB01219,DB06636,46,DB01262$t
DB01219,DB08918,48,DB04868$t
DB01219,DB09073,72,DB06794$t
DB01219,DB09118,72,DB00267$t
DB01219,DB09128,48,DB11136$t
DB01219,DB09330,72,DB09185$t
DB01219,DB12332,46,DB09017$h
DB01220,DB00683,72,DB01059$h
DB01220,DB00694,72,DB11630$t
DB01220,DB00915,72,DB00228$t
DB01220,DB01072,72,DB00841$t
DB01220,DB01174,3,DB00641$h
DB01220,DB01221,72,DB01413$h
DB01220,DB04855,72,DB00472$h
DB01220,DB06335,74,DB00768$h
DB01220,DB06616,72,DB01195$t
DB01220,DB06636,72,DB00205$t
DB01220,DB08864,72,DB00689$t
DB01220,DB08901,72,DB06148$h
DB01220,DB08916,72,DB00899$t
DB01220,DB09102,72,DB00692$t
DB01220,DB09280,72,DB01624$t
DB01220,DB09291,72,DB01328$h
DB01220,DB11363,72,DB00122$t
DB01220,DB11613,72,DB00900$t
DB01220,DB12001,72,DB08826$t
DB01220,DB12026,72,DB00583$h
DB01220,DB12070,72,DB06150$t
DB01220,DB12332,72,DB00360$h
DB01220,DB13874,72,DB00876$h
DB01220,DB13878,72,DB06789$h
DB01220,DB13879,72,DB01356$h
DB01221,DB00091,46,DB01437$t
DB01221,DB00169,46,DB04948$t
DB01221,DB00176,46,DB01081$h
DB01221,DB00177,46,DB08905$t
DB01221,DB00181,48,DB01275$t
DB01221,DB00188,46,DB00259$t
DB01221,DB00189,48,DB08933$h
DB01221,DB00196,46,DB00346$t
DB01221,DB00199,46,DB00339$t
DB01221,DB00203,46,DB01020$t
DB01221,DB00205,46,DB09352$t
DB01221,DB00208,46,DB06154$t
DB01221,DB00215,46,DB09047$t
DB01221,DB00220,46,DB01100$t
DB01221,DB00224,46,DB05381$t
DB01221,DB00227,46,DB00152$t
DB01221,DB00228,48,DB11106$t
DB01221,DB00241,48,DB00530$h
DB01221,DB00246,46,DB01615$t
DB01221,DB00254,46,DB01489$t
DB01221,DB00257,46,DB01397$t
DB01221,DB00263,46,DB01590$t
DB01221,DB00268,31,DB00681$t
DB01221,DB00270,46,DB08931$t
DB01221,DB00273,48,DB01127$t
DB01221,DB00281,48,DB01599$t
DB01221,DB00283,46,DB00255$t
DB01221,DB00285,46,DB01356$t
DB01221,DB00289,46,DB00251$h
DB01221,DB00292,48,DB11126$h
DB01221,DB00296,48,DB01656$t
DB01221,DB00297,48,DB00203$t
DB01221,DB00298,48,DB01627$h
DB01221,DB00313,48,DB00741$h
DB01221,DB00320,46,DB00811$t
DB01221,DB00321,48,DB00819$t
DB01221,DB00322,46,DB01583$t
DB01221,DB00323,48,DB01602$t
DB01221,DB00338,46,DB00438$h
DB01221,DB00341,48,DB00690$t
DB01221,DB00343,46,DB09276$h
DB01221,DB00344,48,DB09256$h
DB01221,DB00349,48,DB00715$t
DB01221,DB00356,48,DB00115$t
DB01221,DB00359,46,DB06217$h
DB01221,DB00366,15,DB09231$h
DB01221,DB00391,48,DB09198$t
DB01221,DB00395,48,DB00962$t
DB01221,DB00398,46,DB06202$t
DB01221,DB00405,48,DB01325$h
DB01221,DB00409,48,DB01150$h
DB01221,DB00412,46,DB00826$t
DB01221,DB00413,31,DB01044$t
DB01221,DB00423,48,DB11614$t
DB01221,DB00427,48,DB09338$t
DB01221,DB00434,48,DB00519$t
DB01221,DB00440,46,DB08828$t
DB01221,DB00450,15,DB13925$t
DB01221,DB00455,48,DB05541$h
DB01221,DB00458,48,DB08872$h
DB01221,DB00468,46,DB00861$h
DB01221,DB00470,15,DB06819$h
DB01221,DB00472,48,DB00278$h
DB01221,DB00476,48,DB03796$t
DB01221,DB00482,46,DB00967$t
DB01221,DB00484,15,DB00544$h
DB01221,DB00486,15,DB00561$t
DB01221,DB00494,48,DB00080$t
DB01221,DB00508,48,DB00935$h
DB01221,DB00527,48,DB00722$t
DB01221,DB00540,48,DB01206$h
DB01221,DB00543,48,DB00779$t
DB01221,DB00544,46,DB00316$t
DB01221,DB00549,46,DB01333$t
DB01221,DB00555,48,DB08865$t
DB01221,DB00557,15,DB01878$h
DB01221,DB00575,48,DB00259$h
DB01221,DB00582,46,DB01224$t
DB01221,DB00588,48,DB06804$t
DB01221,DB00593,48,DB09030$h
DB01221,DB00599,48,DB00970$t
DB01221,DB00619,46,DB00956$t
DB01221,DB00622,46,DB00706$t
DB01221,DB00625,48,DB00992$t
DB01221,DB00633,48,DB13595$h
DB01221,DB00645,48,DB09091$h
DB01221,DB00647,48,DB01420$h
DB01221,DB00653,15,DB00339$h
DB01221,DB00656,48,DB09048$t
DB01221,DB00660,48,DB06016$t
DB01221,DB00661,46,DB01244$t
DB01221,DB00673,72,DB00242$t
DB01221,DB00675,46,DB00867$t
DB01221,DB00678,46,DB00807$t
DB01221,DB00697,48,DB06401$t
DB01221,DB00705,46,DB13142$t
DB01221,DB00715,46,DB01088$t
DB01221,DB00721,48,DB01619$t
DB01221,DB00726,48,DB02703$t
DB01221,DB00737,48,DB09241$h
DB01221,DB00747,48,DB09094$t
DB01221,DB00748,48,DB00877$h
DB01221,DB00750,48,DB09295$h
DB01221,DB00752,48,DB01090$h
DB01221,DB00754,48,DB01092$h
DB01221,DB00758,46,DB00308$h
DB01221,DB00765,31,DB01112$t
DB01221,DB00768,48,DB01253$h
DB01221,DB00771,48,DB00560$h
DB01221,DB00801,48,DB08991$h
DB01221,DB00807,48,DB09256$t
DB01221,DB00834,72,DB00577$h
DB01221,DB00835,48,DB08867$t
DB01221,DB00849,48,DB06155$t
DB01221,DB00892,48,DB08918$h
DB01221,DB00904,48,DB08933$t
DB01221,DB00906,48,DB06724$h
DB01221,DB00907,48,DB09125$t
DB01221,DB00909,48,DB01013$t
DB01221,DB00933,48,DB08867$h
DB01221,DB00934,48,DB01181$t
DB01221,DB00949,48,DB06810$h
DB01221,DB00950,48,DB00559$t
DB01221,DB00961,48,DB00598$h
DB01221,DB00967,48,DB01099$h
DB01221,DB00976,46,DB00378$h
DB01221,DB00980,48,DB00762$t
DB01221,DB00985,48,DB08994$h
DB01221,DB00997,46,DB00747$t
DB01221,DB01002,48,DB00236$h
DB01221,DB01015,46,DB04911$h
DB01221,DB01017,15,DB08992$h
DB01221,DB01018,48,DB01053$h
DB01221,DB01023,46,DB01440$h
DB01221,DB01026,46,DB13747$t
DB01221,DB01028,48,DB00479$h
DB01221,DB01029,46,DB01013$t
DB01221,DB01043,48,DB06696$h
DB01221,DB01065,48,DB01174$h
DB01221,DB01068,48,DB04855$t
DB01221,DB01069,48,DB01041$t
DB01221,DB01072,46,DB09270$t
DB01221,DB01080,48,DB00424$h
DB01221,DB01086,48,DB08907$t
DB01221,DB01095,46,DB01607$t
DB01221,DB01097,46,DB06290$t
DB01221,DB01101,46,DB08882$t
DB01221,DB01104,46,DB00762$t
DB01221,DB01106,48,DB00596$h
DB01221,DB01114,48,DB01399$h
DB01221,DB01118,46,DB01133$t
DB01221,DB01124,46,DB08933$t
DB01221,DB01129,46,DB01176$h
DB01221,DB01132,46,DB08811$t
DB01221,DB01142,48,DB04841$h
DB01221,DB01149,46,DB06817$h
DB01221,DB01151,48,DB04576$h
DB01221,DB01154,48,DB00916$t
DB01221,DB01159,48,DB00240$h
DB01221,DB01161,48,DB06292$h
DB01221,DB01167,46,DB00998$h
DB01221,DB01175,48,DB01553$h
DB01221,DB01176,48,DB09322$h
DB01221,DB01178,48,DB00896$h
DB01221,DB01202,48,DB01597$h
DB01221,DB01209,48,DB00437$h
DB01221,DB01211,46,DB01075$h
DB01221,DB01219,48,DB01149$h
DB01221,DB01224,48,DB01415$t
DB01221,DB01227,48,DB01077$t
DB01221,DB01232,46,DB09285$h
DB01221,DB01235,48,DB01378$t
DB01221,DB01236,48,DB04865$h
DB01221,DB01238,48,DB08880$t
DB01221,DB01239,48,DB00614$h
DB01221,DB01241,46,DB00455$t
DB01221,DB01242,48,DB06637$h
DB01221,DB01254,72,DB00237$t
DB01221,DB01259,46,DB11596$t
DB01221,DB01263,46,DB00582$h
DB01221,DB01264,46,DB01394$t
DB01221,DB01267,48,DB00370$h
DB01221,DB01319,46,DB01208$t
DB01221,DB01351,48,DB00415$h
DB01221,DB01353,48,DB06742$h
DB01221,DB01355,48,DB00563$h
DB01221,DB01356,48,DB00839$h
DB01221,DB01433,48,DB01020$h
DB01221,DB01437,48,DB04794$t
DB01221,DB01440,48,DB09289$t
DB01221,DB01452,48,DB11156$h
DB01221,DB01463,48,DB06412$h
DB01221,DB01466,48,DB00592$h
DB01221,DB01501,48,DB00594$t
DB01221,DB01544,48,DB08893$t
DB01221,DB01545,48,DB09272$t
DB01221,DB01551,48,DB06736$h
DB01221,DB01558,48,DB01331$h
DB01221,DB01563,48,DB00603$h
DB01221,DB01567,48,DB00822$t
DB01221,DB01580,48,DB09071$h
DB01221,DB01587,48,DB01282$t
DB01221,DB01588,48,DB05521$t
DB01221,DB01589,72,DB01009$t
DB01221,DB01595,48,DB01605$h
DB01221,DB01601,46,DB01106$t
DB01221,DB01614,48,DB00604$h
DB01221,DB01615,48,DB08800$h
DB01221,DB01618,48,DB01229$h
DB01221,DB01621,48,DB00898$t
DB01221,DB01623,48,DB01295$t
DB01221,DB01624,48,DB00862$t
DB01221,DB01685,46,DB01393$t
DB01221,DB02703,72,DB06729$h
DB01221,DB04572,46,DB01424$t
DB01221,DB04841,48,DB00539$t
DB01221,DB04842,48,DB00589$t
DB01221,DB04844,48,DB00267$h
DB01221,DB04855,46,DB06781$t
DB01221,DB04868,46,DB06817$t
DB01221,DB04896,48,DB01097$t
DB01221,DB04908,48,DB00482$t
DB01221,DB04946,48,DB05381$h
DB01221,DB04953,48,DB00654$h
DB01221,DB05219,46,DB00493$t
DB01221,DB05246,48,DB01606$h
DB01221,DB05271,31,DB00559$t
DB01221,DB05521,46,DB06401$h
DB01221,DB05812,72,DB01178$h
DB01221,DB06144,48,DB01415$t
DB01221,DB06153,48,DB00392$t
DB01221,DB06204,15,DB01111$t
DB01221,DB06216,48,DB01017$t
DB01221,DB06282,48,DB00336$h
DB01221,DB06288,48,DB00911$h
DB01221,DB06290,72,DB12364$h
DB01221,DB06414,46,DB00489$t
DB01221,DB06594,48,DB01511$h
DB01221,DB06595,46,DB01094$t
DB01221,DB06636,46,DB01590$t
DB01221,DB06690,48,DB09112$h
DB01221,DB06695,76,DB06691$t
DB01221,DB06700,48,DB06145$h
DB01221,DB06716,48,DB01051$h
DB01221,DB06717,72,DB01338$h
DB01221,DB06738,48,DB00746$h
DB01221,DB06770,48,DB01131$t
DB01221,DB08815,48,DB01597$t
DB01221,DB08816,46,DB01128$t
DB01221,DB08820,72,DB00481$t
DB01221,DB08865,46,DB00900$h
DB01221,DB08872,48,DB00537$h
DB01221,DB08873,46,DB01177$t
DB01221,DB08880,46,DB01356$t
DB01221,DB08883,15,DB01142$t
DB01221,DB08910,48,DB09343$h
DB01221,DB08918,48,DB00411$h
DB01221,DB08922,48,DB00844$t
DB01221,DB08933,72,DB01106$h
DB01221,DB08987,48,DB01330$t
DB01221,DB09009,48,DB01613$h
DB01221,DB09017,48,DB00359$t
DB01221,DB09048,72,DB00189$t
DB01221,DB09054,46,DB00736$t
DB01221,DB09063,72,DB00351$t
DB01221,DB09065,46,DB00490$t
DB01221,DB09068,48,DB08897$t
DB01221,DB09071,48,DB09053$t
DB01221,DB09072,15,DB01370$t
DB01221,DB09073,72,DB06144$t
DB01221,DB09074,46,DB00766$t
DB01221,DB09085,48,DB00650$h
DB01221,DB09118,72,DB01157$t
DB01221,DB09128,48,DB09034$h
DB01221,DB09166,48,DB00974$t
DB01221,DB09167,46,DB01627$t
DB01221,DB09198,46,DB01165$h
DB01221,DB09224,48,DB11268$t
DB01221,DB09225,48,DB00620$h
DB01221,DB09238,46,DB00540$t
DB01221,DB09280,72,DB00714$t
DB01221,DB09286,48,DB01656$h
DB01221,DB09330,72,DB09224$t
DB01221,DB09342,48,DB12267$h
DB01221,DB09345,48,DB06777$h
DB01221,DB11148,48,DB01427$h
DB01221,DB11609,48,DB01090$t
DB01221,DB12332,46,DB11093$t
DB01221,DB12532,48,DB00727$t
DB01221,DB13025,48,DB00209$h
DB01221,DB13323,48,DB01186$t
DB01221,DB13872,48,DB09285$t
DB01222,DB01043,48,DB00495$t
DB01222,DB01072,72,DB00888$t
DB01222,DB04855,72,DB01117$t
DB01222,DB06636,72,DB00774$t
DB01222,DB08868,33,DB00561$h
DB01222,DB08895,33,DB00594$t
DB01222,DB09073,72,DB01196$t
DB01222,DB09118,72,DB01333$t
DB01222,DB09330,72,DB00795$h
DB01222,DB11730,72,DB00278$t
DB01222,DB12332,72,DB08828$t
DB01223,DB00683,69,DB00581$t
DB01223,DB01072,46,DB01357$h
DB01223,DB04855,46,DB00951$t
DB01223,DB06595,46,DB06206$t
DB01223,DB06636,46,DB05316$h
DB01223,DB09073,72,DB02513$h
DB01223,DB09118,72,DB00939$h
DB01223,DB09330,72,DB00809$t
DB01223,DB12332,46,DB01273$t
DB01224,DB00645,48,DB00938$t
DB01224,DB00907,46,DB09034$t
DB01224,DB00915,19,DB08806$t
DB01224,DB01017,15,DB00529$t
DB01224,DB01072,72,DB01131$t
DB01224,DB04855,46,DB02659$t
DB01224,DB04871,46,DB01597$h
DB01224,DB04908,48,DB00321$t
DB01224,DB06203,69,DB01244$t
DB01224,DB06204,15,DB00845$t
DB01224,DB06216,48,DB00818$h
DB01224,DB06335,69,DB00251$t
DB01224,DB06595,46,DB00279$h
DB01224,DB06603,72,DB03793$h
DB01224,DB06636,46,DB02300$t
DB01224,DB08822,48,DB00271$t
DB01224,DB08864,19,DB00665$t
DB01224,DB08868,19,DB00639$h
DB01224,DB09068,48,DB01083$t
DB01224,DB09073,72,DB11148$h
DB01224,DB09078,19,DB01624$t
DB01224,DB09118,72,DB00810$h
DB01224,DB09128,48,DB00692$t
DB01224,DB09291,46,DB01108$t
DB01224,DB09330,72,DB06794$h
DB01224,DB11730,72,DB13139$t
DB01224,DB12332,46,DB09060$h
DB01226,DB00512,20,DB00315$h
DB01226,DB00694,39,DB06767$h
DB01226,DB01017,20,DB00456$h
DB01227,DB00182,68,DB09094$t
DB01227,DB01017,15,DB01327$h
DB01227,DB01072,46,DB00253$t
DB01227,DB01576,68,DB00770$t
DB01227,DB04855,46,DB00442$t
DB01227,DB04908,48,DB09289$h
DB01227,DB06204,15,DB01583$h
DB01227,DB06288,48,DB00612$t
DB01227,DB06636,46,DB01209$h
DB01227,DB09068,48,DB06718$h
DB01227,DB09073,72,DB00988$t
DB01227,DB09118,72,DB00699$h
DB01227,DB09128,48,DB00234$t
DB01227,DB09272,38,DB00626$t
DB01227,DB09330,72,DB09289$t
DB01227,DB12332,46,DB00778$t
DB01228,DB00907,46,DB00774$t
DB01228,DB04855,46,DB06268$h
DB01228,DB04871,46,DB00881$t
DB01228,DB06595,46,DB00823$t
DB01228,DB06603,72,DB00126$h
DB01228,DB09118,46,DB00389$t
DB01228,DB09291,46,DB06713$t
DB01228,DB12332,46,DB01005$h
DB01229,DB00530,48,DB06237$t
DB01229,DB00694,48,DB12332$h
DB01229,DB01072,46,DB00581$t
DB01229,DB01072,72,DB00628$h
DB01229,DB04855,46,DB00488$t
DB01229,DB05109,48,DB00239$t
DB01229,DB05219,46,DB09274$h
DB01229,DB05239,48,DB00353$t
DB01229,DB06210,72,DB00966$h
DB01229,DB06335,74,DB00196$h
DB01229,DB06595,48,DB00443$h
DB01229,DB06603,48,DB06213$h
DB01229,DB06636,46,DB00152$t
DB01229,DB06704,48,DB01202$h
DB01229,DB08822,48,DB01011$h
DB01229,DB08868,33,DB09345$h
DB01229,DB08875,48,DB02546$h
DB01229,DB08895,33,DB00927$t
DB01229,DB08901,48,DB06206$h
DB01229,DB08911,48,DB00462$t
DB01229,DB09073,72,DB00548$h
DB01229,DB09078,48,DB00602$t
DB01229,DB09118,72,DB01397$t
DB01229,DB09143,48,DB00795$t
DB01229,DB09280,72,DB09224$h
DB01229,DB09291,72,DB09015$t
DB01229,DB09292,48,DB01414$h
DB01229,DB09330,72,DB00711$h
DB01229,DB09570,48,DB00142$h
DB01229,DB11363,48,DB01082$t
DB01229,DB11581,48,DB01423$h
DB01229,DB11793,48,DB11943$t
DB01229,DB12332,48,DB06715$h
DB01232,DB00497,48,DB00751$t
DB01232,DB00915,19,DB01708$h
DB01232,DB01072,46,DB09235$t
DB01232,DB06216,72,DB09026$h
DB01232,DB06636,76,DB00169$t
DB01232,DB08916,74,DB01424$t
DB01232,DB09073,72,DB00548$h
DB01232,DB09083,19,DB02300$t
DB01232,DB09118,72,DB01144$h
DB01232,DB09330,72,DB00469$t
DB01232,DB12001,48,DB04967$t
DB01233,DB00907,46,DB11575$t
DB01233,DB00915,69,DB09147$t
DB01233,DB00986,69,DB09256$t
DB01233,DB06016,48,DB01126$h
DB01233,DB06216,48,DB01153$h
DB01233,DB06288,48,DB04865$h
DB01233,DB06595,46,DB00202$t
DB01233,DB06603,72,DB08874$h
DB01233,DB08918,48,DB00525$t
DB01233,DB09118,46,DB01599$t
DB01233,DB09128,48,DB02701$t
DB01233,DB09291,46,DB00972$t
DB01233,DB12332,46,DB00939$t
DB01234,DB01043,48,DB00713$h
DB01234,DB01072,46,DB00215$t
DB01234,DB04855,46,DB01141$t
DB01234,DB06203,69,DB01217$h
DB01234,DB06335,74,DB08889$h
DB01234,DB06636,46,DB11575$t
DB01234,DB08864,74,DB01365$t
DB01234,DB08868,33,DB00974$h
DB01234,DB08875,74,DB01384$h
DB01234,DB08895,33,DB00527$t
DB01234,DB08916,74,DB00936$h
DB01234,DB09073,72,DB01567$h
DB01234,DB09118,72,DB00666$h
DB01234,DB09330,72,DB01059$t
DB01234,DB12332,46,DB00547$t
DB01235,DB00182,48,DB00455$h
DB01235,DB00907,46,DB00594$t
DB01235,DB01017,15,DB00341$t
DB01235,DB04855,46,DB06412$t
DB01235,DB04871,46,DB00257$h
DB01235,DB04908,48,DB00481$h
DB01235,DB06204,15,DB00521$h
DB01235,DB06288,69,DB00246$t
DB01235,DB06595,46,DB00035$t
DB01235,DB06603,72,DB11268$t
DB01235,DB08918,48,DB01207$t
DB01235,DB09118,46,DB00746$t
DB01235,DB09128,48,DB00816$h
DB01235,DB09241,48,DB00993$h
DB01235,DB09291,46,DB00697$t
DB01235,DB12332,46,DB00521$t
DB01236,DB00645,48,DB01362$t
DB01236,DB00907,48,DB08807$h
DB01236,DB01017,15,DB00503$h
DB01236,DB01072,46,DB00292$t
DB01236,DB03619,48,DB00368$h
DB01236,DB04908,48,DB01023$h
DB01236,DB06204,15,DB00925$h
DB01236,DB06288,48,DB00203$h
DB01236,DB06636,46,DB00411$t
DB01236,DB08822,48,DB00257$t
DB01236,DB08918,48,DB01429$t
DB01236,DB09068,48,DB01426$h
DB01236,DB09073,72,DB00861$h
DB01236,DB09118,72,DB00791$t
DB01236,DB09128,48,DB08895$h
DB01236,DB09330,72,DB01203$t
DB01236,DB12332,46,DB00662$h
DB01238,DB00645,48,DB06803$t
DB01238,DB00907,72,DB01172$h
DB01238,DB00915,69,DB00628$h
DB01238,DB01017,15,DB00689$t
DB01238,DB01072,72,DB00369$t
DB01238,DB01240,59,DB06695$h
DB01238,DB04855,72,DB01115$t
DB01238,DB04871,72,DB06268$h
DB01238,DB04908,48,DB01060$t
DB01238,DB04948,59,DB01216$h
DB01238,DB06203,69,DB11730$t
DB01238,DB06204,15,DB08869$t
DB01238,DB06335,69,DB01268$h
DB01238,DB06595,72,DB00319$h
DB01238,DB06603,72,DB00515$h
DB01238,DB08822,59,DB00219$t
DB01238,DB09068,48,DB13153$t
DB01238,DB09073,72,DB01077$t
DB01238,DB09118,72,DB06402$h
DB01238,DB09128,48,DB00452$h
DB01238,DB09291,72,DB01589$t
DB01238,DB09292,59,DB00758$h
DB01238,DB12332,72,DB05260$t
DB01239,DB01017,15,DB00806$t
DB01239,DB04908,48,DB00775$h
DB01239,DB06204,15,DB00513$t
DB01239,DB09068,48,DB13874$h
DB01239,DB09118,48,DB00146$t
DB01239,DB09128,48,DB00358$t
DB01240,DB00091,46,DB00884$h
DB01240,DB00163,52,DB00467$h
DB01240,DB00169,46,DB08820$t
DB01240,DB00176,46,DB02187$t
DB01240,DB00177,46,DB00866$t
DB01240,DB00187,48,DB09330$h
DB01240,DB00196,46,DB09143$t
DB01240,DB00205,46,DB01006$h
DB01240,DB00224,46,DB01165$h
DB01240,DB00227,46,DB00312$h
DB01240,DB00232,48,DB00666$t
DB01240,DB00233,48,DB00865$t
DB01240,DB00244,48,DB06794$t
DB01240,DB00257,46,DB00376$t
DB01240,DB00263,46,DB00433$t
DB01240,DB00268,48,DB00775$h
DB01240,DB00295,48,DB09047$h
DB01240,DB00296,48,DB08811$h
DB01240,DB00313,46,DB00319$h
DB01240,DB00322,46,DB01137$t
DB01240,DB00323,48,DB09055$h
DB01240,DB00338,46,DB01264$t
DB01240,DB00359,46,DB00378$t
DB01240,DB00374,52,DB00325$t
DB01240,DB00384,48,DB00963$h
DB01240,DB00398,46,DB09235$t
DB01240,DB00413,48,DB00457$t
DB01240,DB00421,48,DB06267$t
DB01240,DB00422,36,DB00816$h
DB01240,DB00435,48,DB09020$h
DB01240,DB00440,46,DB01149$t
DB01240,DB00458,48,DB09209$h
DB01240,DB00476,29,DB09162$t
DB01240,DB00486,48,DB00685$t
DB01240,DB00489,48,DB06152$h
DB01240,DB00544,46,DB00203$t
DB01240,DB00549,46,DB00401$h
DB01240,DB00582,46,DB11619$t
DB01240,DB00594,48,DB09075$t
DB01240,DB00622,46,DB01112$t
DB01240,DB00625,46,DB00227$h
DB01240,DB00633,48,DB00821$h
DB01240,DB00661,48,DB01463$t
DB01240,DB00678,46,DB00788$t
DB01240,DB00679,48,DB11348$h
DB01240,DB00695,48,DB00791$t
DB01240,DB00697,48,DB01348$t
DB01240,DB00700,48,DB00402$t
DB01240,DB00703,48,DB00685$t
DB01240,DB00705,46,DB06594$t
DB01240,DB00706,48,DB05294$h
DB01240,DB00708,48,DB00618$h
DB01240,DB00727,48,DB00801$t
DB01240,DB00734,59,DB01332$h
DB01240,DB00742,48,DB11817$t
DB01240,DB00753,48,DB09209$h
DB01240,DB00755,48,DB09236$t
DB01240,DB00765,59,DB01440$t
DB01240,DB00806,52,DB00221$h
DB01240,DB00818,48,DB00152$t
DB01240,DB00834,72,DB09069$h
DB01240,DB00861,48,DB01122$t
DB01240,DB00883,48,DB00359$t
DB01240,DB00887,48,DB00402$t
DB01240,DB00899,48,DB00655$h
DB01240,DB00903,48,DB01071$h
DB01240,DB00922,48,DB06698$h
DB01240,DB00932,52,DB01212$h
DB01240,DB00936,48,DB01590$t
DB01240,DB00945,48,DB00794$h
DB01240,DB00964,48,DB06626$h
DB01240,DB00975,48,DB01195$t
DB01240,DB01002,48,DB00843$t
DB01240,DB01015,46,DB00639$t
DB01240,DB01020,48,DB00576$t
DB01240,DB01026,46,DB01367$h
DB01240,DB01029,46,DB00754$t
DB01240,DB01041,48,DB01080$h
DB01240,DB01088,48,DB00396$t
DB01240,DB01089,59,DB13153$t
DB01240,DB01095,46,DB01170$t
DB01240,DB01097,46,DB00146$t
DB01240,DB01101,46,DB00759$t
DB01240,DB01113,48,DB00366$h
DB01240,DB01115,48,DB01261$t
DB01240,DB01118,46,DB09220$t
DB01240,DB01124,46,DB01236$t
DB01240,DB01143,59,DB05219$t
DB01240,DB01144,48,DB00694$t
DB01240,DB01159,48,DB00660$t
DB01240,DB01162,48,DB01221$t
DB01240,DB01180,59,DB00472$t
DB01240,DB01210,48,DB00636$t
DB01240,DB01224,48,DB00709$t
DB01240,DB01229,48,DB01600$h
DB01240,DB01235,29,DB00567$t
DB01240,DB01236,48,DB01249$h
DB01240,DB01241,46,DB00710$t
DB01240,DB01244,59,DB00526$t
DB01240,DB01254,5,DB00937$h
DB01240,DB01296,52,DB00398$h
DB01240,DB01324,59,DB00997$t
DB01240,DB01340,59,DB01233$h
DB01240,DB01348,59,DB01273$h
DB01240,DB01359,59,DB04967$h
DB01240,DB01392,36,DB00705$t
DB01240,DB01580,59,DB00573$t
DB01240,DB01612,48,DB00314$t
DB01240,DB01685,46,DB02959$t
DB01240,DB02638,59,DB12001$t
DB01240,DB03619,48,DB09267$t
DB01240,DB04846,59,DB01588$t
DB01240,DB04861,59,DB09069$t
DB01240,DB04920,48,DB01251$t
DB01240,DB04948,59,DB01036$h
DB01240,DB05219,46,DB00754$t
DB01240,DB05271,48,DB04339$t
DB01240,DB05812,46,DB00677$t
DB01240,DB06268,59,DB09153$h
DB01240,DB06292,48,DB00822$h
DB01240,DB06403,59,DB09230$t
DB01240,DB06414,46,DB00806$h
DB01240,DB06595,46,DB06725$t
DB01240,DB06605,48,DB00950$t
DB01240,DB06694,59,DB01101$t
DB01240,DB06712,59,DB00152$t
DB01240,DB06826,59,DB06691$h
DB01240,DB08808,59,DB00315$t
DB01240,DB08816,46,DB01233$t
DB01240,DB08822,48,DB00426$t
DB01240,DB08907,48,DB01220$h
DB01240,DB08931,59,DB00359$h
DB01240,DB08932,59,DB06237$h
DB01240,DB08941,48,DB01256$t
DB01240,DB09026,59,DB00471$t
DB01240,DB09038,48,DB00904$h
DB01240,DB09063,72,DB00699$t
DB01240,DB09070,59,DB00816$h
DB01240,DB09112,48,DB01128$t
DB01240,DB09167,46,DB11793$t
DB01240,DB09198,46,DB01321$t
DB01240,DB09235,59,DB01390$h
DB01240,DB09236,59,DB06716$t
DB01240,DB09238,59,DB00199$t
DB01240,DB09279,48,DB01053$h
DB01240,DB09286,48,DB01156$h
DB01240,DB09292,48,DB01221$h
DB01240,DB09477,59,DB01010$h
DB01240,DB09543,48,DB00684$h
DB01240,DB11079,48,DB04948$h
DB01240,DB12332,46,DB00645$h
DB01241,DB01072,46,DB00410$h
DB01241,DB04855,46,DB00163$h
DB01241,DB06335,74,DB09055$h
DB01241,DB06636,46,DB00896$t
DB01241,DB09073,72,DB06412$t
DB01241,DB09118,72,DB00887$h
DB01241,DB09330,72,DB01093$h
DB01241,DB12332,46,DB00945$t
DB01242,DB00388,83,DB00514$t
DB01242,DB00907,46,DB01057$t
DB01242,DB01017,15,DB00888$h
DB01242,DB01072,46,DB00202$t
DB01242,DB01240,48,DB00380$h
DB01242,DB04871,48,DB09342$t
DB01242,DB04908,48,DB01051$t
DB01242,DB06203,72,DB00947$t
DB01242,DB06204,15,DB00521$t
DB01242,DB06335,72,DB09543$h
DB01242,DB06595,46,DB01380$h
DB01242,DB06603,72,DB01544$h
DB01242,DB06636,46,DB06217$h
DB01242,DB06704,69,DB01414$h
DB01242,DB08822,48,DB04571$h
DB01242,DB08918,48,DB01330$h
DB01242,DB09073,72,DB00242$h
DB01242,DB09118,72,DB01113$h
DB01242,DB09291,46,DB00922$t
